"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Nov 15 01:55:48 GMT 2023","Wed Nov 15 01:55:48 GMT 2023","0","chromium","ui_tests/ui_profile_test.spec.ts","UI - Profile Tests","","","Profile - Redeem Cash",""
"skipped","Wed Nov 15 01:54:57 GMT 2023","Wed Nov 15 01:54:57 GMT 2023","0","chromium","analytics_tests/analytics_ua_test.spec.ts","User analytics test","","","Click Follow Top",""
"passed","Wed Nov 15 01:55:47 GMT 2023","Wed Nov 15 01:55:53 GMT 2023","5251","chromium","api_tests/3003/message_3003_test.spec.ts","3003 API test ","","","MessageList Api Test",""
"passed","Wed Nov 15 01:55:43 GMT 2023","Wed Nov 15 01:55:43 GMT 2023","735","chromium","api_tests/3000NegFlow/LoginNegFlow_test.spec.ts","Login Negative Flow","","","Test case with payload:loginUserwrongAuthProvider",""
"passed","Wed Nov 15 01:55:18 GMT 2023","Wed Nov 15 01:55:21 GMT 2023","2337","chromium","api_tests/3000/api_profile_test.spec.ts","Profile API test","","","Invite to stream CRUD",""
"passed","Wed Nov 15 01:55:03 GMT 2023","Wed Nov 15 01:55:05 GMT 2023","1705","chromium","api_tests/3000/api_following_test.spec.ts","API following tests","","","Get list of Following",""
"passed","Wed Nov 15 01:55:43 GMT 2023","Wed Nov 15 01:55:43 GMT 2023","872","chromium","api_tests/3000NegFlow/LoginNegFlow_test.spec.ts","Login Negative Flow","","","Test case with payload:loginUserguestTokenToLong",""
"skipped","Wed Nov 15 01:55:48 GMT 2023","Wed Nov 15 01:55:48 GMT 2023","1","chromium","ui_tests/ui_tests.spec.ts","UI Tests","","","Star sand Join Stream",""
"skipped","Wed Nov 15 01:55:20 GMT 2023","Wed Nov 15 01:55:20 GMT 2023","1","chromium","api_tests/3000/api_profile_test.spec.ts","Profile API test","","","Profile > KYC",""
"passed","Wed Nov 15 01:55:40 GMT 2023","Wed Nov 15 01:55:43 GMT 2023","2738","chromium","api_tests/3000/api_withoutSection_test.spec.ts","Other API test","","","Get shop list",""
"skipped","Wed Nov 15 01:54:57 GMT 2023","Wed Nov 15 01:54:57 GMT 2023","1","chromium","analytics_tests/analytics_ua_test.spec.ts","User analytics test","","","Click Get Coins",""
"passed","Wed Nov 15 01:55:00 GMT 2023","Wed Nov 15 01:55:05 GMT 2023","4699","chromium","api_tests/3000/api_blocked_test.spec.ts","Blocked API test ","","","block user CRUD",""
"passed","Wed Nov 15 01:55:17 GMT 2023","Wed Nov 15 01:55:20 GMT 2023","2991","chromium","api_tests/3000/api_profile_test.spec.ts","Profile API test","","","Show Week Leaders",""
"passed","Wed Nov 15 01:55:00 GMT 2023","Wed Nov 15 01:55:03 GMT 2023","2640","chromium","api_tests/3000/api_clientSettings_test.spec.ts","API test ","","","Add Media Source snapchat",""
"passed","Wed Nov 15 01:55:47 GMT 2023","Wed Nov 15 01:55:52 GMT 2023","4903","chromium","api_tests/3002/api_3002_test.spec.ts","Agora 3002 API test","","","Get Agora List Of Token For Moderator",""
"passed","Wed Nov 15 01:55:22 GMT 2023","Wed Nov 15 01:55:28 GMT 2023","5841","chromium","api_tests/3000/api_reports_page.spec.ts","Payouts API test ","","","Report streamerUnder17",""
"passed","Wed Nov 15 01:55:37 GMT 2023","Wed Nov 15 01:55:38 GMT 2023","1642","chromium","api_tests/3000/api_withoutSection_test.spec.ts","Other API test","","","Get Ratios",""
"passed","Wed Nov 15 01:55:43 GMT 2023","Wed Nov 15 01:55:44 GMT 2023","590","chromium","api_tests/3000NegFlow/LoginNegFlow_test.spec.ts","Login Negative Flow","","","Test case with payload:loginAdminmissedPassword",""
"passed","Wed Nov 15 01:55:42 GMT 2023","Wed Nov 15 01:55:42 GMT 2023","489","chromium","api_tests/3000NegFlow/LoginNegFlow_test.spec.ts","Login Negative Flow","","","Test case with payload:loginGuestdeviceIdToLong",""
"passed","Wed Nov 15 01:55:42 GMT 2023","Wed Nov 15 01:55:43 GMT 2023","635","chromium","api_tests/3000NegFlow/LoginNegFlow_test.spec.ts","Login Negative Flow","","","Test case with payload:loginUsermissedDeviceId",""
"passed","Wed Nov 15 01:55:44 GMT 2023","Wed Nov 15 01:55:47 GMT 2023","3451","chromium","api_tests/3002/api_3002_test.spec.ts","Agora 3002 API test","","","Get Agora Token For Moderator",""
"skipped","Wed Nov 15 01:55:05 GMT 2023","Wed Nov 15 01:55:05 GMT 2023","0","chromium","api_tests/3000/api_gifts_test.spec.ts","API Gift Tests with Two user","","","Sent Gift",""
"passed","Wed Nov 15 01:55:06 GMT 2023","Wed Nov 15 01:55:10 GMT 2023","4444","chromium","api_tests/3000/api_moderations_test.spec.ts","API test ","","","Abusive Word CRUD",""
"skipped","Wed Nov 15 01:54:57 GMT 2023","Wed Nov 15 01:54:57 GMT 2023","0","chromium","analytics_tests/analytics_da_test.spec.ts","Device analytics test","","","Close Registration Modal",""
"passed","Wed Nov 15 01:55:41 GMT 2023","Wed Nov 15 01:55:42 GMT 2023","1222","chromium","api_tests/3000/notificationsContent_test.spec.ts","API test ","","","Notifications Content CRUD",""
"skipped","Wed Nov 15 01:54:57 GMT 2023","Wed Nov 15 01:54:57 GMT 2023","0","chromium","analytics_tests/analytics_ua_test.spec.ts","User analytics test","","","Preview Coin Shop",""
