"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 10 01:57:54 GMT 2024","Wed Jan 10 01:58:01 GMT 2024","6717","chromium","api_tests/3000NegFlow/ModeratorNegFlow_test.spec.ts","Moderator Negative Flow","","","Test case with payload:Admin CreatewrongAuthProvider",""
"passed","Wed Jan 10 01:58:44 GMT 2024","Wed Jan 10 01:58:50 GMT 2024","6977","chromium","api_tests/3003/message_3003_test.spec.ts","3003 API test ","","","Leave Stream Chat",""
"passed","Wed Jan 10 01:58:04 GMT 2024","Wed Jan 10 01:58:05 GMT 2024","840","chromium","api_tests/3000NegFlow/ModeratorNegFlow_test.spec.ts","Moderator Negative Flow","","","Test case with payload:Admin Profile UpdatewrongStatus",""
"passed","Wed Jan 10 01:57:48 GMT 2024","Wed Jan 10 01:57:53 GMT 2024","5071","chromium","api_tests/3000NegFlow/followingNegFlow_test.spec.ts","Following Negative Flow","","","Test case with payload:Follow CountersmissedUserIds",""
"passed","Wed Jan 10 01:58:07 GMT 2024","Wed Jan 10 01:58:09 GMT 2024","2552","chromium","api_tests/3000NegFlow/notificationContentNegFlow_test.spec.ts","Profile Negative Flow","","","Test case with payload:Notification Content CreatewrongType",""
"passed","Wed Jan 10 01:57:51 GMT 2024","Wed Jan 10 01:57:51 GMT 2024","689","chromium","api_tests/3000NegFlow/followingNegFlow_test.spec.ts","Following Negative Flow","","","Test case with payload:Following ListmissedItemsPerPage",""
"passed","Wed Jan 10 01:58:27 GMT 2024","Wed Jan 10 01:58:27 GMT 2024","780","chromium","api_tests/3000NegFlow/salaryRulesNegFlow.spec.ts","Moderator Negative Flow","","","Test case with payload:Salary RulesBot - Create - wrongStreamerType",""
"passed","Wed Jan 10 01:57:44 GMT 2024","Wed Jan 10 01:57:47 GMT 2024","2883","chromium","api_tests/3000NegFlow/blockUnblockNegFlow_test.spec.ts","Block/Unblock Negative Flow","","","Test case with payload:BlockmissedUserId",""
"passed","Wed Jan 10 01:57:48 GMT 2024","Wed Jan 10 01:57:49 GMT 2024","432","chromium","api_tests/3000NegFlow/followingNegFlow_test.spec.ts","Following Negative Flow","","","Test case with payload:do I FollowmissedUserId",""
"passed","Wed Jan 10 01:58:03 GMT 2024","Wed Jan 10 01:58:04 GMT 2024","828","chromium","api_tests/3000NegFlow/ModeratorNegFlow_test.spec.ts","Moderator Negative Flow","","","Test case with payload:Admin Moderator Action ListmissedItemsPerPage",""
"passed","Wed Jan 10 01:58:05 GMT 2024","Wed Jan 10 01:58:07 GMT 2024","1991","chromium","api_tests/3000NegFlow/ModeratorNegFlow_test.spec.ts","Moderator Negative Flow","","","Test case with payload:Admin Referal EarningsmissedUserId",""
"passed","Wed Jan 10 01:57:45 GMT 2024","Wed Jan 10 01:57:50 GMT 2024","4217","chromium","api_tests/3000NegFlow/followingNegFlow_test.spec.ts","Following Negative Flow","","","Test case with payload:FollowmissedUserId",""
"passed","Wed Jan 10 01:58:18 GMT 2024","Wed Jan 10 01:58:20 GMT 2024","1907","chromium","api_tests/3000NegFlow/profileNegFlow_test.spec.ts","Profile Negative Flow","","","Test case with payload:LeaderboardmissedItemsPerPage",""
"passed","Wed Jan 10 01:56:54 GMT 2024","Wed Jan 10 01:56:59 GMT 2024","4825","chromium","api_tests/3000/api_gifts_test.spec.ts","API Gift Tests with Two user","","","Get gift reccomendation and premium",""
"passed","Wed Jan 10 01:58:29 GMT 2024","Wed Jan 10 01:58:37 GMT 2024","7958","chromium","api_tests/3003/message_3003_test.spec.ts","3003 API test ","","","MessageList Api Test",""
"passed","Wed Jan 10 01:58:20 GMT 2024","Wed Jan 10 01:58:25 GMT 2024","4471","chromium","api_tests/3000NegFlow/salaryRulesNegFlow.spec.ts","Moderator Negative Flow","","","Test case with payload:Salary RulesBot - Create - missedSort",""
